step,currentBid,currentAsk,buy,sell,price,sale,currentBidIdx_0,currentBidIdx_1,currentBidIdx_2,currentBidIdx_3,currentAskIdx_0,currentAskIdx_1,currentAskIdx_2,currentAskIdx_3,bids_0,bids_1,bids_2,bids_3,asks_0,asks_1,asks_2,asks_3
7.5,69.81662500000012,56.55425000000003,0.95875,0.92375,63.47715379706437,0.979375,0.25,0.249375,0.25,0.250625,0.25,0.250625,0.25,0.249375,60.11028744326784,59.87328818660651,59.616629044394216,60.1035529237602,63.18597785977855,62.65527488855874,62.43226311667974,62.71672807663958
