step,currentBid,currentAsk,buy,sell,price,sale,currentBidIdx_0,currentBidIdx_1,currentBidIdx_2,currentBidIdx_3,currentAskIdx_0,currentAskIdx_1,currentAskIdx_2,currentAskIdx_3,bids_0,bids_1,bids_2,bids_3,asks_0,asks_1,asks_2,asks_3
4.6097722286464435,9.952459425155928,8.317155880317491,0.19886788956490956,0.2653976968626481,4.485581887178362,0.14212532981492232,0.4330127018922193,0.4326512560654421,0.4330127018922193,0.43337294490427153,0.4330127018922193,0.4333729449042716,0.4330127018922193,0.4326512560654421,12.216503188077391,12.213502061404466,12.239751398416882,12.08604675801134,9.483848907244925,9.353477376908309,9.482194943948654,9.196932872504618
