step,currentBid,currentAsk,buy,sell,price,sale,currentBidIdx_0,currentBidIdx_1,currentBidIdx_2,currentBidIdx_3,currentAskIdx_0,currentAskIdx_1,currentAskIdx_2,currentAskIdx_3,bids_0,bids_1,bids_2,bids_3,asks_0,asks_1,asks_2,asks_3
4.6097722286464435,10.121324354727193,8.627271543546865,0.20702954952130054,0.28201814547118936,4.693367647398161,0.14970427880907758,0.43312090095467076,0.43294050904828324,0.4330487802705037,0.43294050904828335,0.43286826806779444,0.43304878027050364,0.4329766114857716,0.4331569432665447,12.123945059600457,12.172595720734265,12.188033922054764,12.110475981698324,9.501640948810412,9.624046096776302,9.581615328422616,9.487706074698869
