step,currentBid,currentAsk,buy,sell,price,sale,currentBidIdx_0,currentBidIdx_1,currentBidIdx_2,currentBidIdx_3,currentAskIdx_0,currentAskIdx_1,currentAskIdx_2,currentAskIdx_3,bids_0,bids_1,bids_2,bids_3,asks_0,asks_1,asks_2,asks_3
7.5,69.62976249999981,57.01766249999977,0.955125,0.912875,63.640484871745706,0.9770625,0.2501875,0.249875,0.2500625,0.249875,0.24975,0.2500625,0.2499375,0.25025,59.97709404293889,59.844113173106194,59.85399283044755,59.820811567870344,63.19489887640441,63.37327874953478,63.36627932960919,63.039571033555276
