Index,Info,MeanBS,StdBS,MaxBS,MeanSS,StdSS,MaxSS,MeanTS,StdTS,MaxTS,BS_frac
0,1,159.69964999999996,159.69964999999996,159.69964999999996,1.6643500000000002,1.6643500000000002,1.6643500000000002,161.36399999999998,161.36399999999998,161.36399999999998,"[0.69139194 0.50634921 0.5        0.52427361 0.59497579 0.73335351
 0.7466707  0.7220339  0.86874237 1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.        ]"
1,0,98.12322500000002,98.12322500000002,98.12322500000002,54.36877500000001,54.36877500000001,54.36877500000001,152.49199999999996,152.49199999999996,152.49199999999996,"[0.90313327 0.5        0.5        0.5        0.5        0.5
 0.5        0.5        0.5        0.5        0.5        0.5
 0.5        0.5        0.5        0.5        0.5        0.5
 0.70234102 0.68050314 0.70363382 0.68015374 0.72845711 0.65038412
 0.68315018 0.63079385 0.67277167 0.62743278 0.70545073 0.5
 0.5        0.5        0.5        0.5        0.5        0.5
 0.73389885 0.64798335 0.6663522  0.69065934 0.62725885 0.639413
 0.71034799 0.69916143 0.70803634 0.63067766 0.53159341 0.5
 0.5        0.5        0.5        0.50372405 0.5        0.5
 0.50961538 0.57957875 0.6030525  0.66251526 0.64923687 0.61880342
 0.67967033 0.57899878 0.68460307 0.66581197 0.60616606 0.60619658
 0.65018315 0.54801587 0.60702076 0.63623321 0.573779   0.5241453
 0.56990232 0.59691697 0.5714591  0.596337   0.5518315  0.60775336
 0.67271062 0.65491453 0.66587302 0.62359585 0.57811355 0.51535409
 0.58763736 0.56562882 0.51575092 0.53663004 0.54929792 0.65057998
 0.6708486  0.52420635 0.60515873 0.66217949 0.67851038 0.66401099
 0.5953602  0.62387057 0.59566545 0.51944444 0.56898657 0.55509768
 0.58821734 0.62759463 0.63803419 0.53519536 0.5        0.52802198
 0.55641026 0.50088523 0.50723443 0.51703297 0.67026862 0.66022589
 0.69084249 0.60763126 0.54539072 0.54798535 0.5        0.53904151
 0.51413309 0.57673993 0.61907814 0.73305861 0.68800366 0.66929182
 0.73522589 0.70485348 0.78009768 0.78879731 0.79984737 0.84636752
 0.83595849 0.82796093 0.87677045 0.79920635 0.73040293 0.70830281
 0.65631868 0.58983516 0.58342491 0.53168498 0.52283272 0.58531746
 0.66797924 0.55604396 0.73568376 0.77205506 0.7508547  0.7545177
 0.83507326 0.78482906 0.80412088 0.75235043 0.68302808 0.57240537
 0.57847985 0.64362027 0.75525031 0.74270452 0.78714896 0.84679487
 0.86068376 0.84771062 0.86001221 0.77728938 0.7952381  0.74435287
 0.84081197 0.79520757 0.76865079 0.79484635 0.7743895  0.80302198
 0.78729193 0.77982295 0.72356532 0.78696581 0.63400488 0.62701465
 0.60479243 0.61446886 0.61446886 0.61446886 0.61446886 0.6285409
 0.61446886 0.60662393 0.61446886 0.67005495 0.61446886 0.66278999
 0.65839438 0.74474969 0.6531746  0.6739011  0.75335775 0.78263126
 0.74810745 0.6545177 ]"
2,2,47.84955,47.84955,47.84955,34.75045000000001,34.75045000000001,34.75045000000001,82.60000000000002,82.60000000000002,82.60000000000002,"[0.94182809 0.56355932 0.70338983 0.63571429 0.61797821 0.62748184
 0.6779661  0.53716707 0.51604116 0.5        0.5        0.5
 0.53631961 0.52633172 0.68553269 0.61489104 0.69515738 0.81283293
 0.83389831 0.96071429 0.94594431 0.80266344 0.70956416 0.73698547
 0.93044794 0.86210654 0.91822034 0.82233656 0.87845036 0.93650121
 0.86531477 0.87094431 0.79400726 0.75550847 0.74152542 0.69503632
 0.66192494 0.77820823 0.79285714 0.58359564 0.5        0.51822034
 0.5592615  0.5        0.51828087 0.50641646 0.668523   0.80871671
 0.85581114 0.78432203 0.74818402 0.81707022 0.72651332 0.75423729
 0.67923729 0.66700969 0.5998184  0.64194915 0.61029056 0.55139225
 0.62608959 0.81882567 0.82929782 0.83153753 0.80950363 0.76186441
 0.67542373 0.72493947 0.78577482 0.74745763 0.75115012 0.69854722
 0.71616223 0.72869249 0.53177966 0.5        0.5        0.5
 0.5        0.5        0.5        0.5        0.5        0.5
 0.5        0.5        0.5        0.5        0.5        0.5
 0.5        0.5        0.5        0.5        0.5        0.5
 0.5        0.5        0.5        0.5        0.5        0.5
 0.5        0.5        0.5        0.5        0.5        0.5
 0.5        0.5        0.5        0.5        0.5        0.5
 0.5        0.5        0.5        0.5        0.5        0.5
 0.5        0.5        0.5        0.5        0.5        0.5
 0.5        0.5        0.5        0.5        0.5        0.5
 0.5        0.5        0.5        0.5        0.5        0.5
 0.5        0.5        0.5        0.5        0.5        0.5
 0.5        0.5        0.5        0.5        0.5        0.5
 0.5        0.5        0.5        0.5        0.5        0.5
 0.5        0.5        0.5        0.5        0.5        0.5
 0.5        0.5        0.5        0.5        0.5        0.5
 0.5        0.5        0.5        0.5        0.5        0.5
 0.5        0.5        0.5        0.5        0.5        0.5
 0.5        0.5        0.5        0.5        0.5        0.5
 0.5        0.5        0.5        0.5        0.5        0.51991525
 0.51144068 0.50369249 0.5        0.5        0.6187046  0.5316586
 0.50363196 0.54818402]"
3,2,127.46627499999998,127.46627499999998,127.46627499999998,12.127225000000005,12.127225000000005,12.127225000000005,139.59349999999998,139.59349999999998,139.59349999999998,"[0.85458959 0.5        0.56676755 0.5        0.5        0.5
 0.5        0.5        0.5        0.5        0.5        0.5
 0.5        0.5        0.5        0.5        0.5        0.5
 0.5        0.5        0.5        0.5        0.5        0.5
 0.5        0.5        0.5        0.5        0.5        0.5
 0.5        0.5        0.5        0.5        0.5        0.5
 0.5        0.5        0.5        0.5285109  0.50115012 0.57330508
 0.62469734 0.64915254 0.59340194 0.51918886 0.62820823 0.5
 0.5        0.5        0.5        0.5        0.5        0.5
 0.5        0.5        0.5        0.5        0.5        0.5
 0.82417582 1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.        ]"
4,1,163.36052499999997,163.36052499999997,163.36052499999997,0.4394749999999999,0.4394749999999999,0.4394749999999999,163.79999999999995,163.79999999999995,163.79999999999995,"[0.80668498 0.65671551 1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.        ]"
5,3,163.64464999999996,163.64464999999996,163.64464999999996,0.1553499999999999,0.1553499999999999,0.1553499999999999,163.79999999999995,163.79999999999995,163.79999999999995,"[0.81031746 1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.        ]"
6,3,102.22835000000003,102.22835000000003,102.22835000000003,57.58115,57.58115,57.58115,159.80949999999996,159.80949999999996,159.80949999999996,"[0.74410867 0.63833944 0.66059219 0.67713675 0.73089133 0.6773199
 0.66889499 0.75228938 0.71437729 0.71724664 0.58174603 0.68965201
 0.54652015 0.54966422 0.51129426 0.50283883 0.57789988 0.53702686
 0.55332723 0.53156288 0.50674603 0.53241758 0.5523199  0.56135531
 0.56990232 0.56862027 0.59664225 0.5757326  0.51672772 0.5
 0.5        0.5        0.5        0.5        0.5        0.5
 0.5        0.5        0.50015263 0.5        0.5        0.5
 0.5        0.5        0.5        0.5        0.5        0.5
 0.5        0.5        0.52210012 0.56703297 0.58992674 0.59502442
 0.57909035 0.54365079 0.57503053 0.603663   0.58498168 0.61446886
 0.61446886 0.61446886 0.58452381 0.57686203 0.56712454 0.50543346
 0.50628816 0.5        0.5008547  0.576221   0.65500611 0.60778388
 0.61610762 0.65854701 0.64710012 0.60866911 0.61744558 0.70863033
 0.5        0.5        0.5        0.71139064 0.73169014 0.69783368
 0.71289346 0.60914044 0.63577482 0.72306295 0.66585956 0.89774934
 0.96840659 0.83983516 0.69600122 0.84340659 0.8715812  0.88315018
 0.84798535 0.83931624 0.83516484 0.83598901 0.83388278 0.8002442
 0.86968864 0.76275946 0.73522589 0.70332723 0.79084249 0.67936508
 0.70723443 0.62203907 0.61749084 0.62741148 0.61446886 0.72301587
 0.78134921 0.85497558 0.88962149 0.86678877 0.77954823 0.78244811
 0.72881563 0.79459707 0.76828449 0.79273504 0.81599512 0.76562882
 0.88379121 0.86712454 0.86416361 0.92490842 0.90067155 0.89832112
 0.90161783 0.90943223 0.87802198 0.91105006 0.91596459 0.81837607
 0.84801587 0.87237485 0.78537851 0.7235348  0.79429182 0.76129426
 0.86269841 0.73476801 0.61446886 0.61446886 0.61446886 0.61446886
 0.61446886 0.61446886 0.61446886 0.61446886 0.61446886 0.61446886
 0.61446886 0.61446886 0.61446886 0.61446886 0.61446886 0.61446886
 0.61446886 0.61446886 0.61446886 0.61446886 0.61446886 0.61446886
 0.61446886 0.61446886 0.59017094 0.56248474 0.56205739 0.5498779
 0.54478022 0.52249695 0.5        0.5        0.5        0.52039072
 0.50680708 0.5        0.5        0.5        0.5        0.5
 0.56926129 0.51150794 0.59453602 0.50970696 0.51715507 0.50631868
 0.5        0.5        0.5        0.5        0.5        0.5
 0.5        0.5       ]"
7,3,106.027825,106.027825,106.027825,49.215175,49.215175,49.215175,155.24299999999997,155.24299999999997,155.24299999999997,"[0.69978632 0.58540904 0.60247253 0.648779   0.61446886 0.61446886
 0.62469475 0.50860806 0.50189255 0.53870574 0.55738706 0.63791209
 0.71086691 0.68120196 0.71229193 0.6709347  0.5        0.5
 0.5        0.5031477  0.5        0.62161017 0.61228814 0.54255448
 0.70758211 0.7131242  0.67387964 0.67740077 0.67503201 0.66865828
 0.67596031 0.67371959 0.6510989  0.5724359  0.57896825 0.60079365
 0.61813417 0.71076171 0.71100629 0.7059399  0.5        0.5
 0.70856045 0.71338028 0.6721917  0.64700855 0.61816239 0.63626374
 0.62261905 0.69716981 0.62378641 0.69444444 0.69842767 0.5
 0.72596031 0.68351648 0.58034188 0.63311966 0.66944444 0.67320743
 0.68540333 0.68089133 0.69339623 0.70415793 0.5        0.5
 0.70754717 0.70331936 0.68885836 0.66602564 0.65003053 0.61098901
 0.62274115 0.61437729 0.60045788 0.55769231 0.72429792 0.62408425
 0.63629962 0.69881562 0.66100629 0.70864277 0.69563242 0.68635531
 0.58937729 0.52985348 0.6007326  0.55338828 0.5        0.52567155
 0.62216117 0.63763736 0.58293651 0.58965201 0.68363858 0.64453602
 0.70375458 0.79221612 0.7514652  0.6495116  0.7032967  0.73134921
 0.72860195 0.79722222 0.77786935 0.81184371 0.84896215 0.77032967
 0.65668498 0.70570818 0.68446276 0.55906593 0.5        0.51846764
 0.53815629 0.51718559 0.51886447 0.5        0.52261905 0.51483516
 0.52783883 0.50598291 0.5        0.5        0.51703297 0.51016484
 0.59346764 0.60619658 0.61446886 0.61446886 0.60793651 0.58815629
 0.5717033  0.57640415 0.59578755 0.60213675 0.60100733 0.60473138
 0.61446886 0.61446886 0.61446886 0.61446886 0.61446886 0.61446886
 0.61446886 0.61446886 0.61446886 0.61446886 0.61446886 0.61446886
 0.61446886 0.61446886 0.61446886 0.61446886 0.61446886 0.61446886
 0.61446886 0.61446886 0.61446886 0.61446886 0.61446886 0.61446886
 0.72179487 0.71452991 0.75943223 0.83195971 0.85051893 0.93437118
 0.90815018 0.92142857 0.98150183 0.99960317 0.97960928 0.98931624
 0.94685592 1.         1.         0.9995116  0.96596459 0.95964591
 1.         0.99758852 0.93461538 0.87338217 0.88101343 0.94343712
 0.98260073 0.98327228 0.91142558 0.88948288 0.94117827 0.99700855
 0.93369963 0.93293854 0.785884   0.84353599 0.83651293 0.8696863
 0.7907058  0.84004884]"
8,1,53.8359,53.8359,53.8359,28.764100000000003,28.764100000000003,28.764100000000003,82.60000000000002,82.60000000000002,82.60000000000002,"[0.91731235 0.63250605 0.61307506 0.51767554 0.63050847 0.76803874
 0.83020581 0.88062954 0.89376513 0.9374092  0.93359564 0.92760291
 0.76943099 0.72893462 0.69824455 0.79776029 0.5        0.59546005
 0.56168281 0.5        0.5        0.5        0.5        0.5
 0.5        0.5        0.5        0.5        0.5        0.5
 0.5        0.5        0.5        0.5        0.5        0.5
 0.5        0.5        0.5        0.5        0.5        0.5
 0.5        0.5        0.5        0.5        0.5        0.5
 0.5        0.5        0.5        0.5        0.5        0.5
 0.5        0.50605327 0.50230024 0.5        0.5        0.5
 0.5        0.5        0.5        0.5035109  0.5        0.68305085
 0.61694915 0.65447942 0.67439467 0.59842615 0.57469734 0.63486683
 0.75205811 0.831477   0.71743341 0.50690073 0.71973366 0.54878935
 0.5690678  0.60248184 0.51470944 0.51283293 0.50635593 0.57263923
 0.62100484 0.67639225 0.83571429 0.79437046 0.91731235 0.60369249
 0.68880145 0.70520581 0.68075061 0.50575061 0.5        0.5
 0.5        0.5        0.5        0.5        0.5        0.5
 0.5        0.5        0.5        0.5        0.51513317 0.5
 0.50169492 0.52154964 0.54884988 0.5        0.50357143 0.51773608
 0.5        0.51016949 0.51283293 0.5        0.5        0.50684019
 0.55968523 0.5624092  0.76713075 0.69733656 0.74594431 0.59751816
 0.54836562 0.5        0.65078692 0.71713075 0.59757869 0.57136804
 0.54582324 0.5        0.5        0.52403148 0.5        0.5
 0.5        0.5        0.74606538 0.81452785 0.83504843 0.86579903
 0.80102906 0.76779661 0.77348668 0.89273608 0.93087167 0.98837772
 0.98934625 1.         1.         1.         1.         1.
 0.96585956 0.91997579 0.75847458 0.93069007 0.99733656 1.
 1.         0.96023002 0.93371671 0.85405569 0.75139225 0.65575061
 0.59533898 0.50090799 0.5        0.5        0.5        0.5
 0.60169492 0.67227603 0.56585956 0.66004843 0.59709443 0.60799031
 0.80792978 0.77760291 0.71918886 0.74903148 0.88002421 0.92330508
 0.9592615  0.90460048 0.84170702 0.8285109  0.95375303 0.89715496
 0.93256659 0.81210654 0.8937046  0.93498789 0.97699758 0.97136804
 0.96616223 1.        ]"
9,1,75.968,75.968,75.968,17.227500000000003,17.227500000000003,17.227500000000003,93.1955,93.1955,93.1955,"[0.77783883 0.56037851 0.57029915 0.66984127 0.66077534 0.78885836
 0.79509685 0.76779661 0.87094431 0.81743341 0.62766344 0.72378935
 0.57723971 0.5        0.50532688 0.61289346 0.80133172 0.77251816
 0.756477   0.77100484 0.77439181 1.         1.         1.
 1.         1.         1.         0.93501221 0.89686673 0.81803874
 0.78135593 0.82378935 0.65889831 0.5        0.50871671 0.5
 0.5        0.5        0.5        0.5        0.5        0.5
 0.5        0.5        0.5        0.5        0.62136804 0.60441889
 0.68970944 0.74527845 0.6964891  0.50024213 0.51985472 0.55223971
 0.5062954  0.61319613 0.70181598 0.61386199 0.79188862 0.80193705
 0.80163438 0.84437046 0.94219128 0.91029056 0.74558111 0.69479419
 0.56785714 0.53232446 0.51144068 0.60090799 0.63940678 0.54878935
 0.56876513 0.55369249 0.56991525 0.63286925 0.5        0.5
 0.5        0.5        0.5        0.5        0.5        0.5
 0.5        0.5        0.5        0.5        0.5        0.5
 0.5        0.5        0.5        0.68008475 0.72348668 0.77935835
 0.79309927 0.76228814 0.83184019 0.90478208 0.94424939 0.9348063
 0.9153753  0.90302663 0.88880145 0.92366828 0.96507264 0.89461259
 0.90895884 0.82651332 0.64673123 0.76180387 0.85460048 0.76107748
 0.78341404 0.8216707  0.83456416 0.74830508 0.70460048 0.72887409
 0.78020581 0.73825666 0.81107748 0.82627119 0.79697337 0.81307506
 0.87881356 0.92191283 0.95750605 0.89285714 0.92645278 0.95242131
 1.         1.         1.         1.         1.         1.
 1.         0.99079903 1.         1.         0.97276029 1.
 1.         0.98438257 0.99303874 1.         1.         1.
 1.         1.         1.         0.9783293  0.98256659 0.99225182
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.         1.         0.98468523 0.95399516
 1.         1.         1.         1.         0.98541162 1.
 0.98910412 0.95193705]"
