,step,sales,bids1,bids2,bids3,bids4,asks1,asks2,asks3,asks4,currentBid,currentBidIdx,currentAsk,currentAskIdx,buy,sell,price,sale
0,7.5,2.21484375,,,,,,,,,68.85078125,1.49609375,59.243749999999984,1.5078125,0.9296875,0.8828125,,0.9609375
