,step,sales,bids1,bids2,bids3,bids4,asks1,asks2,asks3,asks4,currentBid,currentBidIdx,currentAsk,currentAskIdx,buy,sell,price,sale
0,4.6097722286464435,1.4377494263904047,,,,,,,,,9.729891090842099,1.1215156000747102,8.754746480481318,1.1249728729368322,0.25567294018677456,0.3216435757849828,,0.19374369949433196
