Index,Info,MeanBS,StdBS,MaxBS
103.0,3.0,130.40623125,30.083204491090594,209.475
104.0,2.0,206.05,42.75,248.8
105.0,3.0,161.63229374999997,42.16743362871946,200.6
106.0,0.0,205.8905375,42.78487768576759,248.8
107.0,2.0,206.05,42.71778727883736,248.8
108.0,2.0,129.6239625,34.275032742305214,225.69
109.0,2.0,172.23792499999996,38.06008211459054,248.8
110.0,3.0,109.616875,21.763607459974896,181.06
111.0,1.0,140.67586874999998,35.993810926692994,220.62
112.0,3.0,133.126175,34.75324065636721,222.925
113.0,1.0,163.05114374999997,46.543455895115756,248.8
114.0,3.0,157.25158125000004,27.790840420557608,255.6
115.0,1.0,150.04436249999995,22.853158428455657,244.16000000000003
116.0,1.0,162.78432499999997,42.01649282477507,236.9
117.0,1.0,206.05,42.75,248.8
118.0,2.0,157.12009375,24.222143850410124,249.655
119.0,0.0,206.05,42.68945654374157,248.8
120.0,0.0,205.8722625,42.785423987102135,248.8
121.0,2.0,118.57368750000002,23.428205927147808,190.23
122.0,0.0,168.65443750000003,37.07830161962779,255.6
123.0,1.0,205.37369375000003,42.89528623884518,255.6
124.0,2.0,146.03644375,16.548442056862527,225.49
125.0,1.0,149.53750625,18.548589329783574,248.8
126.0,0.0,155.34591249999997,46.28605214902589,223.2
127.0,3.0,127.76822500000002,30.33494784443143,231.355
128.0,1.0,206.02400625,42.735220354307415,248.8
129.0,0.0,154.65381874999997,46.35193553009301,200.6
130.0,3.0,167.05531874999997,40.75166865285577,223.2
131.0,0.0,206.05,42.738450486651956,248.8
132.0,0.0,199.26811875,43.60944549483688,248.8
133.0,3.0,206.05,42.75,248.8
134.0,0.0,153.07169375,19.81945985105197,241.18
135.0,1.0,205.25125,43.069025684794646,248.8
136.0,0.0,203.7450875,43.03467149061142,248.8
137.0,2.0,125.96083125,29.24536352189477,217.07
138.0,2.0,153.1290375,26.316954398706432,255.6
139.0,1.0,197.0913625,43.16675141623577,255.6
140.0,0.0,198.17136875,46.150016231392314,248.8
141.0,3.0,161.79439999999997,43.34424952649428,211.5
142.0,1.0,158.84823749999995,44.41981374714547,240.275
143.0,0.0,160.04031875,23.952865533003532,251.77
144.0,2.0,160.82818749999996,42.21995643682432,200.6
145.0,1.0,133.41718125,36.814378015232016,255.6
146.0,2.0,111.56513125000001,25.206079283111908,223.2
