,step,currentBid,currentAsk,buy,sell,price,sale,currentBidIdx_0,currentBidIdx_1,currentBidIdx_2,currentBidIdx_3,currentAskIdx_0,currentAskIdx_1,currentAskIdx_2,currentAskIdx_3,bids_0,bids_1,bids_2,bids_3,asks_0,asks_1,asks_2,asks_3
0,4.5,72.36050000000004,50.78179999999998,1.0,0.996,61.58570000000005,1.0,0.294,0.255,0.245,0.206,0.292,0.257,0.256,0.195,,,,,,,,60.15289999999997
